MULakeNumber,date,dateTime,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,mixingDepth_m,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,depthPEMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,epilimnion_phycoerythrinTAL_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2021-06-07,2021-06-07T10:30:39Z,0.06666666666666667,8.390333333333333,59,1.5603333333333333,1.3095410320992147,5.530570061394965,24.919925925925927,8.115166666666667,24.90312121212121,12.642069444444445,2.773883934014407,0.6314674684084141,0.43990234429139613,0.031960482066386485,1.3095410320992147,59,1.4066666666666665,8.193333333333333,11.566666666666666,98.3,4.211694915254237,45.559322033898304,8.123703703703704,1.7227777777777777,98.22222222222221,14.622222222222222,0.348,1.8719999999999999,4.254666666666667,NA,2.9363333333333332,2.7836666666666665,NA,0.4036144578313253,0.3959259259259259,-0.02148148148148148,NA,-0.05425631431244153,207.59814814814814,208.68333333333334,39.34174649717514,-91.15302435028248,242.71977401129942,8.122222222222222,24.936333333333334,7.847609175449221
003,2021-06-28,2021-06-28T10:59:36Z,0.08166666666666667,13.099666666666666,87,1.7395,5.26017262236841,5.886362216164045,20.715131578947368,6.961022222222223,26.175589743589743,10.82686036036036,1.8480423617470478,0.25238501655142714,0.2692789909319368,0.016665623594217176,5.26017262236841,87,0.26,11.05,2.066666666666667,136.4,3.4680459770114944,39.650574712643675,7.092280701754386,0.6235555555555555,83.6438596491228,5.198518518518519,1.4103333333333332,2.2165,4.476333333333334,5.854333333333334,1.8196666666666668,4.802666666666667,NA,0.2364394993045897,2.7796491228070175,0.275,NA,0.09893335016409999,159.7614814814815,158.75555555555556,39.34152118773947,-91.1531737164751,241.68045977011494,10.85,26.30291666666667,8.570503545679996
003,2021-07-20,2021-07-20T10:48:27Z,0.18933333333333333,17.232666666666667,101,2.5501666666666667,0.34238339316988475,5.941321230171042,27.511555555555557,6.417302564102564,26.441729166666665,8.710588235294118,3.5521110968572884,0.592971887502662,0.3111573780359285,0.01862944494904747,0.34238339316988475,97,0,7.013333333333333,0,88.93333333333334,0.9816494845360825,11.936769759450172,7.011111111111111,0.06683060109289618,88.86666666666667,0.5568306010928962,0.18933333333333333,1.2395,2.3003333333333336,2.8233333333333333,2.8233333333333333,2.8233333333333333,NA,0.17094017094017094,0.8644444444444445,-0.016666666666666666,NA,-0.019280205655526992,66.06358974358974,-25.741666666666667,39.341311485148516,-91.1531404620462,241.5927392739274,7.008333333333333,27.495416666666667,7.257647477549163
003,2021-08-09,2021-08-09T10:54:52Z,0.05266666666666667,17.478666666666665,78,3.0564999999999998,4.814973271456773,6.505784340723667,23.062055555555556,6.260028368794326,26.2104375,8.19289247311828,2.405992033594657,0.31425949549930465,0.25102322209692524,0.025333397642044973,4.814973271456773,78,0.19,7.076666666666667,1.5,88.26666666666667,2.0293162393162394,23.314529914529913,5.5159722222222225,0.3760283687943263,66.59305555555555,3.0709219858156027,0.05266666666666667,2.5955000000000004,4.511666666666667,6.146333333333334,3.936333333333333,3.936333333333333,NA,0.29586300440827396,3.697638888888889,0.7169444444444445,NA,0.19389249896705857,45.182269503546095,-87.16666666666667,39.3413755982906,-91.15332123931624,242.1162393162393,7.066666666666666,26.548333333333332,7.639112361860705
005,2021-06-07,2021-06-07T12:10:50Z,0.03633333333333333,13.061,131,2.235833333333334,5.0700260419459084,5.433246347986928,18.96565306122449,5.574092827004219,24.34869841269841,8.050115151515152,1.5388737543344178,0.24793621094747328,0.22926825085579247,0.02274137463214644,5.0700260419459084,93,0,9.213333333333331,0,108.7,3.708100358422939,40.89609929078014,6.767482993197279,0.24926829268292683,76.1952380952381,2.007936507936508,1.5103333333333333,2.4560000000000004,4.701666666666666,5.353,4.4430000000000005,4.701666666666666,NA,0.2434065934065934,2.1402721088435372,0.2580952380952381,NA,0.12058991799631302,32.68185654008439,-85.18666666666667,39.02165302798982,-90.91962437659033,168.6147582697201,8.744444444444445,26.261333333333333,8.26
005,2021-06-28,2021-06-28T12:41:57Z,0.00966666666666666,11.509333333333332,73,4.07,5.663726397669736,6.391935022097802,19.914708333333333,5.886034482758621,22.768103448275863,7.754022727272727,1.7205610620366087,0.172339313095638,0.28119389792087773,0.012722455591164129,5.663726397669736,73,0.3,9.126666666666669,2.3666666666666667,116.76666666666668,3.33675799086758,37.54977168949772,5.607333333333333,0.5118390804597701,64.58333333333333,4.125287356321839,0.00966666666666666,1.607,5.058666666666666,6.277333333333333,1.38,4.007666666666666,NA,0.28330995792426367,1.3035833333333333,0.07683333333333334,NA,0.05894010100364381,-5.357471264367816,-37.2,39.02141292237443,-90.91974273972603,172.91278538812784,9.099166666666665,27.692,8.125054660230683
005,2021-07-20,2021-07-20T12:17:45Z,0.084,12.217,180,3.7075,5.768647481797837,6.195229091927373,22.561733333333333,6.290869047619047,26.508524590163933,8.420210084033613,2.2873193509605017,0.3930790678194638,0.36181509662230393,0.03628922355324158,5.768647481797837,180,0.17,8.79,1.4,113.4,2.8796666666666666,35.096111111111114,5.427888888888889,0.31238095238095237,67.45333333333333,2.5535714285714284,1.124,2.47,3.995,4.87,2.31,3.511,NA,1.1474654377880185,1.1715555555555555,0.5268888888888889,NA,0.4497344461305008,-10.103571428571428,-51.042857142857144,39.02114872222222,-90.919794,170.18944444444443,8.664285714285715,29.174285714285716,7.605762706050785
005,2021-08-09,2021-08-09T12:17:01Z,0.13,14.237,161,3.258,4.274937752486942,5.93919241267975,25.8825,6.204739583333334,27.290947368421055,8.584414634146341,3.1163466977443477,0.7905815585491216,0.39196236578058313,0.03448625800260677,4.274937752486942,161,0.44,8.19,3.5,104.9,3.3395652173913044,37.93726708074534,7.6848,1.0280208333333334,95.214,8.440625,0.219,3.4154999999999998,6.652,9.067,4.447,14.237,NA,1.5672727272727272,1.3474,0.5486,NA,0.4071545198159418,-49.02395833333333,-103.0625,39.02125577639752,-90.91954850931677,170.63975155279502,8.138,28.2976,8.200449939869682
018,2021-06-07,2021-06-07T16:01:49Z,0.07166666666666667,14.504,84,5.017333333333333,10.353676686652344,10.549310720866984,19.00332768361582,8.786097222222223,23.021149425287355,12.266884848484848,1.3908095606454935,NA,0.18923050157687832,0.007072085527244149,10.353676686652344,84,5.86,10.063333333333334,49.666666666666664,109.03333333333332,8.815119047619048,90.43253968253968,9.467853107344633,7.197361111111111,102.10338983050848,62.111111111111114,4.115,12.595166666666668,NA,NA,5.076666666666667,0.61,NA,0,0.11107344632768362,-0.05406779661016949,NA,-0.48677517802644965,60.02361111111111,61.78333333333333,37.89866535714286,-90.62951694444445,263.40198412698413,8.907333333333334,23.965866666666667,8.36278132853989
018,2021-06-28,2021-06-28T16:55:19Z,0.13966666666666666,14.480666666666666,84,5.530833333333334,5.091654566165553,8.785615590892437,26.769756756756756,10.502185185185185,26.678268292682926,13.3524496124031,3.0754997012322747,0.690771130052791,0.3384388118925432,0.03685427999019207,5.091654566165553,84,5.63,11.333333333333334,47.9,122.1,9.048859126984127,99.50744047619048,8.563355855855855,8.700987654320988,107.10337837837838,78.73703703703704,6.296,10.9245,NA,NA,5.461666666666667,7.253333333333333,NA,-0.08556149732620322,0.41894144144144146,-0.1381081081081081,NA,-0.32965969571528414,101.5111111111111,108.36666666666667,37.898829404761905,-90.62992900793651,271.7032738095238,8.495208333333334,27.16616666666667,8.36
